lat,lon,date,AQI,level
30.2294,-90.9656,2017-10-17T23:00,41,1
39.045857,-90.849189,2017-10-17T23:00,38,1
29.995,-90.8172,2017-10-17T23:00,36,1
30.315,-90.8114,2017-10-17T23:00,20,1
29.7639,-90.7653,2017-10-17T23:00,37,1
33.7556,-90.7275,2017-10-17T23:00,34,1
38.4902,-90.7052,2017-10-17T23:00,37,1
30.0494,-90.6367,2017-10-17T23:00,34,1
41.529999,-90.587502,2017-10-17T23:00,37,1
41.6992,-90.521896,2017-10-17T23:00,38,1
41.5144,-90.5172,2017-10-17T23:00,40,1
38.8994,-90.44917,2017-10-17T23:00,37,1
38.448581,-90.398436,2017-10-17T23:00,40,1
39.101439,-90.344494,2017-10-17T23:00,40,1
30.0411,-90.2728,2017-10-17T23:00,37,1
38.8725,-90.226389,2017-10-17T23:00,37,1
32.346905,-90.225928,2017-10-17T23:00,35,1
30.4293,-90.1997,2017-10-17T23:00,33,1
38.656449,-90.198548,2017-10-17T23:00,35,1
35.1967,-90.1911,2017-10-17T23:00,37,1
32.329111,-90.182722,2017-10-17T23:00,35,1
41.875,-90.177498,2017-10-17T23:00,35,1
38.611893,-90.160614,2017-10-17T23:00,33,1
38.890301,-90.148102,2017-10-17T23:00,5,1
38.8606,-90.1058,2017-10-17T23:00,33,1
35.2175,-90.0194,2017-10-17T23:00,35,1
34.8275,-89.9889,2017-10-17T23:00,35,1
38.7267,-89.959198,2017-10-17T23:00,42,1
29.940001,-89.919998,2017-10-17T23:00,42,1
35.151588,-89.85022,2017-10-17T23:00,38,1
35.3772,-89.8319,2017-10-17T23:00,36,1
39.3961,-89.8094,2017-10-17T23:00,36,1
38.1761,-89.7883,2017-10-17T23:00,35,1
37.70264,-89.69864,2017-10-17T23:00,39,1
39.831524,-89.640923,2017-10-17T23:00,39,1
40.6869,-89.6072,2017-10-17T23:00,39,1
40.745,-89.5861,2017-10-17T23:00,40,1
30.3008,-89.395798,2017-10-17T23:00,44,1
43.1008,-89.3572,2017-10-17T23:00,39,1
30.39,-89.0497,2017-10-17T23:00,43,1
42.335,-89.0381,2017-10-17T23:00,38,1
40.5169,-88.9975,2017-10-17T23:00,40,1
39.8669,-88.9256,2017-10-17T23:00,36,1
43.0034,-88.8283,2017-10-17T23:00,40,1
34.2633,-88.7597,2017-10-17T23:00,34,1
32.3644,-88.7314,2017-10-17T23:00,35,1
38.088902,-88.625,2017-10-17T23:00,38,1
43.46611,-88.621109,2017-10-17T23:00,40,1
30.377501,-88.533897,2017-10-17T23:00,35,1
42.58,-88.4992,2017-10-17T23:00,42,1
43.6878,-88.4219,2017-10-17T23:00,38,1
32.36253,-88.27792,2017-10-17T23:00,32,1
42.0494,-88.2731,2017-10-17T23:00,36,1
42.2211,-88.2411,2017-10-17T23:00,37,1
43.0203,-88.215,2017-10-17T23:00,39,1
41.2222,-88.1906,2017-10-17T23:00,42,1
40.244953,-88.188179,2017-10-17T23:00,39,1
30.7697,-88.0875,2017-10-17T23:00,33,1
41.8131,-88.0728,2017-10-17T23:00,35,1
41.6681,-87.9906,2017-10-17T23:00,37,1
43.0178,-87.9333,2017-10-17T23:00,38,1
43.3431,-87.9208,2017-10-17T23:00,38,1
43.0611,-87.9125,2017-10-17T23:00,36,1
43.1811,-87.9006,2017-10-17T23:00,38,1
42.596,-87.886,2017-10-17T23:00,40,1
41.965,-87.8761,2017-10-17T23:00,27,1
30.4889,-87.8706,2017-10-17T23:00,32,1
42.0603,-87.8631,2017-10-17T23:00,34,1
42.5047,-87.8111,2017-10-17T23:00,42,1
42.4669,-87.8103,2017-10-17T23:00,39,1
42.1406,-87.7994,2017-10-17T23:00,37,1
43.81523,-87.79194,2017-10-17T23:00,38,1
41.855301,-87.752502,2017-10-17T23:00,32,1
41.6708,-87.7325,2017-10-17T23:00,36,1
38.0053,-87.7183,2017-10-17T23:00,39,1
41.7547,-87.7136,2017-10-17T23:00,38,1
42.0622,-87.6736,2017-10-17T23:00,36,1
39.210883,-87.668416,2017-10-17T23:00,39,1
38.0133,-87.5772,2017-10-17T23:00,35,1
41.755798,-87.545303,2017-10-17T23:00,35,1
38.1139,-87.5369,2017-10-17T23:00,33,1
41.6394,-87.4936,2017-10-17T23:00,32,1
37.8714,-87.4633,2017-10-17T23:00,38,1
33.0894,-87.4597,2017-10-17T23:00,37,1
39.4861,-87.4014,2017-10-17T23:00,39,1
38.1944,-87.3414,2017-10-17T23:00,28,1
39.5642,-87.3253,2017-10-17T23:00,39,1
41.6067,-87.3047,2017-10-17T23:00,34,1
37.9536,-87.29,2017-10-17T23:00,36,1
38.0519,-87.2783,2017-10-17T23:00,38,1
30.3681,-87.2708,2017-10-17T23:00,48,1
30.525,-87.204399,2017-10-17T23:00,48,1
41.6175,-87.1992,2017-10-17T23:00,36,1
35.9514,-87.1375,2017-10-17T23:00,39,1
37.7808,-87.0756,2017-10-17T23:00,35,1
41.5114,-87.0353,2017-10-17T23:00,37,1
33.3311,-87.0036,2017-10-17T23:00,32,1
38.9856,-86.99,2017-10-17T23:00,40,1
33.8017,-86.9425,2017-10-17T23:00,35,1
33.4856,-86.915,2017-10-17T23:00,37,1
41.7169,-86.9075,2017-10-17T23:00,35,1
33.3169,-86.825,2017-10-17T23:00,39,1
33.3864,-86.8167,2017-10-17T23:00,33,1
33.5531,-86.815,2017-10-17T23:00,39,1
33.5783,-86.7739,2017-10-17T23:00,39,1
36.2047,-86.7444,2017-10-17T23:00,33,1
41.6292,-86.6847,2017-10-17T23:00,36,1
36.2975,-86.6525,2017-10-17T23:00,35,1
36.1506,-86.6211,2017-10-17T23:00,34,1
38.1131,-86.6036,2017-10-17T23:00,37,1
34.6917,-86.591698,2017-10-17T23:00,38,1
33.5453,-86.5492,2017-10-17T23:00,38,1
39.5756,-86.4778,2017-10-17T23:00,36,1
39.9975,-86.395278,2017-10-17T23:00,37,1
41.5517,-86.3706,2017-10-17T23:00,35,1
43.2781,-86.3111,2017-10-17T23:00,34,1
42.1978,-86.3097,2017-10-17T23:00,37,1
43.9533,-86.2944,2017-10-17T23:00,38,1
39.263914,-86.292261,2017-10-17T23:00,37,1
36.0603,-86.2861,2017-10-17T23:00,32,1
32.4069,-86.2564,2017-10-17T23:00,36,1
44.3069,-86.2428,2017-10-17T23:00,35,1
32.538364,-86.232347,2017-10-17T23:00,36,1
41.6967,-86.2147,2017-10-17T23:00,36,1
39.7489,-86.1861,2017-10-17T23:00,33,1
39.417155,-86.152406,2017-10-17T23:00,38,1
42.767799,-86.148598,2017-10-17T23:00,39,1
37.1314,-86.1481,2017-10-17T23:00,38,1
39.787933,-86.13088,2017-10-17T23:00,33,1
39.8108,-86.1147,2017-10-17T23:00,33,1
41.75487,-86.11009,2017-10-17T23:00,35,1
44.616901,-86.109398,2017-10-17T23:00,37,1
38.920835,-86.080523,2017-10-17T23:00,38,1
39.7892,-86.0608,2017-10-17T23:00,35,1
33.9,-86.05,2017-10-17T23:00,38,1
39.8589,-86.0214,2017-10-17T23:00,36,1
41.8956,-86.0017,2017-10-17T23:00,36,1
40.068333,-85.9925,2017-10-17T23:00,40,1
38.0608,-85.8961,2017-10-17T23:00,37,1
39.613367,-85.870669,2017-10-17T23:00,40,1
42.894402,-85.852798,2017-10-17T23:00,36,1
41.7178,-85.8247,2017-10-17T23:00,36,1
39.294322,-85.766845,2017-10-17T23:00,39,1
30.128901,-85.738098,2017-10-17T23:00,35,1
42.984699,-85.671097,2017-10-17T23:00,33,1
38.393833,-85.664167,2017-10-17T23:00,36,1
40.0025,-85.6569,2017-10-17T23:00,37,1
38.2286,-85.6544,2017-10-17T23:00,36,1
30.8475,-85.6044,2017-10-17T23:00,43,1
38.1372,-85.5783,2017-10-17T23:00,37,1
42.2781,-85.5419,2017-10-17T23:00,35,1
38.3986,-85.4433,2017-10-17T23:00,37,1
43.176701,-85.416702,2017-10-17T23:00,36,1
34.4742,-85.4081,2017-10-17T23:00,31,1
40.9606,-85.3803,2017-10-17T23:00,38,1
40.3,-85.245556,2017-10-17T23:00,37,1
35.14,-85.1697,2017-10-17T23:00,36,1
35.1028,-85.1622,2017-10-17T23:00,38,1
41.094965,-85.101816,2017-10-17T23:00,38,1
32.4678,-85.0839,2017-10-17T23:00,38,1
41.221418,-85.016821,2017-10-17T23:00,39,1
32.5214,-84.9436,2017-10-17T23:00,36,1
44.3106,-84.891899,2017-10-17T23:00,38,1
33.7433,-84.7789,2017-10-17T23:00,38,1
33.4039,-84.7461,2017-10-17T23:00,33,1
39.83562,-84.72049,2017-10-17T23:00,31,1
39.21494,-84.69086,2017-10-17T23:00,30,1
34.785,-84.6269,2017-10-17T23:00,30,1
37.097801,-84.611702,2017-10-17T23:00,36,1
34.0144,-84.6075,2017-10-17T23:00,38,1
39.384671,-84.540537,2017-10-17T23:00,30,1
42.737499,-84.536102,2017-10-17T23:00,36,1
39.12886,-84.50404,2017-10-17T23:00,35,1
38.065,-84.5,2017-10-17T23:00,35,1
39.529481,-84.393364,2017-10-17T23:00,33,1
39.2787,-84.36612,2017-10-17T23:00,35,1
33.7206,-84.3578,2017-10-17T23:00,39,1
42.802742,-84.350273,2017-10-17T23:00,36,1
30.4397,-84.3483,2017-10-17T23:00,34,1
35.7197,-84.3417,2017-10-17T23:00,33,1
33.6906,-84.2731,2017-10-17T23:00,35,1
35.965,-84.223099,2017-10-17T23:00,34,1
39.42689,-84.20077,2017-10-17T23:00,38,1
33.4347,-84.1617,2017-10-17T23:00,34,1
39.0828,-84.1441,2017-10-17T23:00,34,1
39.78563,-84.13437,2017-10-17T23:00,33,1
40.08455,-84.11412,2017-10-17T23:00,38,1
31.9531,-84.0794,2017-10-17T23:00,37,1
33.5856,-84.0667,2017-10-17T23:00,33,1
33.9636,-84.0664,2017-10-17T23:00,39,1
34.3778,-84.0561,2017-10-17T23:00,35,1
40.771,-84.0539,2017-10-17T23:00,41,1
39.85567,-83.99773,2017-10-17T23:00,32,1
41.995602,-83.946701,2017-10-17T23:00,39,1
39.66575,-83.94285,2017-10-17T23:00,32,1
35.6322,-83.9422,2017-10-17T23:00,35,1
36.0183,-83.8761,2017-10-17T23:00,35,1
40.00103,-83.80456,2017-10-17T23:00,37,1
35.2578,-83.7956,2017-10-17T23:00,31,1
39.430038,-83.788502,2017-10-17T23:00,40,1
36.085,-83.7644,2017-10-17T23:00,37,1
41.494174,-83.718944,2017-10-17T23:00,37,1
43.0289,-83.669403,2017-10-17T23:00,37,1
41.377685,-83.611104,2017-10-17T23:00,36,1
36.1144,-83.6014,2017-10-17T23:00,40,1
42.24,-83.5997,2017-10-17T23:00,37,1
41.644067,-83.54625,2017-10-17T23:00,31,1
32.8031,-83.5447,2017-10-17T23:00,35,1
35.562801,-83.4981,2017-10-17T23:00,38,1
39.78819,-83.47606,2017-10-17T23:00,40,1
43.1683,-83.4617,2017-10-17T23:00,40,1
35.4356,-83.4436,2017-10-17T23:00,31,1
33.925,-83.3575,2017-10-17T23:00,34,1
41.669001,-83.28717,2017-10-17T23:00,36,1
42.386803,-83.270638,2017-10-17T23:00,32,1
42.38599,-83.266319,2017-10-17T23:00,22,1
42.2283,-83.2092,2017-10-17T23:00,36,1
35.5872,-83.0753,2017-10-17T23:00,36,1
40.356694,-83.063971,2017-10-17T23:00,35,1
42.3144,-83.0433,2017-10-17T23:00,30,1
42.5467,-83.0061,2017-10-17T23:00,35,1
42.430801,-83.000801,2017-10-17T23:00,42,1
35.50716,-82.963379,2017-10-17T23:00,31,1
40.087807,-82.959585,2017-10-17T23:00,31,1
39.96523,-82.95549,2017-10-17T23:00,35,1
40.0845,-82.81552,2017-10-17T23:00,39,1
42.7314,-82.7936,2017-10-17T23:00,36,1
35.3792,-82.7925,2017-10-17T23:00,39,1
34.851536,-82.744576,2017-10-17T23:00,31,1
40.310025,-82.691724,2017-10-17T23:00,38,1
38.508114,-82.659301,2017-10-17T23:00,34,1
43.8364,-82.6431,2017-10-17T23:00,38,1
38.4592,-82.6339,2017-10-17T23:00,33,1
30.1783,-82.6192,2017-10-17T23:00,29,1
35.5,-82.6,2017-10-17T23:00,33,1
37.4828,-82.5353,2017-10-17T23:00,28,1
34.623199,-82.532097,2017-10-17T23:00,34,1
36.5819,-82.4858,2017-10-17T23:00,36,1
38.62901,-82.45886,2017-10-17T23:00,31,1
42.9533,-82.4564,2017-10-17T23:00,43,1
30.1972,-82.445,2017-10-17T23:00,29,1
40.026037,-82.433,2017-10-17T23:00,36,1
36.5408,-82.4258,2017-10-17T23:00,36,1
38.425301,-82.425301,2017-10-17T23:00,34,1
42.990263,-82.395341,2017-10-17T23:00,35,1
35.765413,-82.264944,2017-10-17T23:00,41,1
34.751801,-82.256699,2017-10-17T23:00,37,1
42.4033,-82.2086,2017-10-17T23:00,34,1
29.1928,-82.1733,2017-10-17T23:00,29,1
33.5819,-82.1314,2017-10-17T23:00,34,1
29.170799,-82.1008,2017-10-17T23:00,28,1
41.420882,-82.095729,2017-10-17T23:00,36,1
34.988602,-82.0756,2017-10-17T23:00,34,1
33.4333,-82.0219,2017-10-17T23:00,35,1
35.9722,-81.9331,2017-10-17T23:00,33,1
41.0604,-81.9239,2017-10-17T23:00,38,1
33.7397,-81.8536,2017-10-17T23:00,31,1
30.378167,-81.84079,2017-10-17T23:00,29,1
33.342201,-81.788597,2017-10-17T23:00,37,1
43.3306,-81.7425,2017-10-17T23:00,34,1
41.492191,-81.678552,2017-10-17T23:00,34,1
38.346258,-81.621161,2017-10-17T23:00,39,1
40.712778,-81.598333,2017-10-17T23:00,37,1
30.4758,-81.5869,2017-10-17T23:00,29,1
44.2994,-81.5753,2017-10-17T23:00,36,1
41.55523,-81.575256,2017-10-17T23:00,35,1
39.325001,-81.5522,2017-10-17T23:00,31,1
35.93583,-81.53028,2017-10-17T23:00,37,1
41.106486,-81.503547,2017-10-17T23:00,35,1
31.1694,-81.4964,2017-10-17T23:00,31,1
39.432093,-81.460402,2017-10-17T23:00,37,1
41.537041,-81.458889,2017-10-17T23:00,36,1
30.2603,-81.4533,2017-10-17T23:00,31,1
41.673006,-81.422455,2017-10-17T23:00,37,1
40.828052,-81.378333,2017-10-17T23:00,38,1
41.182466,-81.330486,2017-10-17T23:00,38,1
28.7456,-81.31,2017-10-17T23:00,31,1
29.489082,-81.276833,2017-10-17T23:00,31,1
35.4383,-81.2753,2017-10-17T23:00,33,1
36.893101,-81.254997,2017-10-17T23:00,33,1
41.515051,-81.249906,2017-10-17T23:00,40,1
41.726811,-81.242156,2017-10-17T23:00,37,1
34.977,-81.207,2017-10-17T23:00,34,1
42.974461,-81.200858,2017-10-17T23:00,35,1
35.9139,-81.191,2017-10-17T23:00,36,1
42.6725,-81.1647,2017-10-17T23:00,40,1
40.931398,-81.123519,2017-10-17T23:00,38,1
29.2069,-81.0531,2017-10-17T23:00,31,1
32.0683,-81.0489,2017-10-17T23:00,31,1
29.1092,-80.9939,2017-10-17T23:00,30,1
34.093899,-80.962196,2017-10-17T23:00,33,1
34.91263,-80.874283,2017-10-17T23:00,36,1
34.1311,-80.868301,2017-10-17T23:00,38,1
35.2411,-80.7831,2017-10-17T23:00,36,1
33.814701,-80.781097,2017-10-17T23:00,33,1
35.314158,-80.713469,2017-10-17T23:00,35,1
40.1147,-80.700798,2017-10-17T23:00,33,1
41.240537,-80.662759,2017-10-17T23:00,33,1
41.096158,-80.658908,2017-10-17T23:00,33,1
37.9081,-80.632797,2017-10-17T23:00,32,1
40.366452,-80.615691,2017-10-17T23:00,31,1
40.42735,-80.59253,2017-10-17T23:00,35,1
41.45465,-80.58841,2017-10-17T23:00,37,1
41.959695,-80.572808,2017-10-17T23:00,37,1
34.9739,-80.5408,2017-10-17T23:00,38,1
43.4419,-80.5044,2017-10-17T23:00,33,1
40.5625,-80.5042,2017-10-17T23:00,38,1
41.215,-80.485,2017-10-17T23:00,42,1
40.4447,-80.42,2017-10-17T23:00,36,1
35.551899,-80.394997,2017-10-17T23:00,40,1
40.6847,-80.3597,2017-10-17T23:00,37,1
40.9958,-80.3467,2017-10-17T23:00,32,1
36.0261,-80.3419,2017-10-17T23:00,36,1
40.747799,-80.316704,2017-10-17T23:00,36,1
43.1403,-80.2961,2017-10-17T23:00,37,1
39.82,-80.2897,2017-10-17T23:00,35,1
40.17,-80.2617,2017-10-17T23:00,34,1
36.1106,-80.2267,2017-10-17T23:00,33,1
34.615299,-80.198898,2017-10-17T23:00,32,1
40.381901,-80.1856,2017-10-17T23:00,39,1
36.0508,-80.143898,2017-10-17T23:00,36,1
45.3378,-80.0378,2017-10-17T23:00,35,1
42.1428,-80.0372,2017-10-17T23:00,36,1
40.4656,-79.9611,2017-10-17T23:00,35,1
32.987202,-79.936699,2017-10-17T23:00,29,1
39.648899,-79.921097,2017-10-17T23:00,31,1
40.1469,-79.9033,2017-10-17T23:00,36,1
37.285599,-79.884201,2017-10-17T23:00,34,1
43.2561,-79.8617,2017-10-17T23:00,36,1
36.3089,-79.8586,2017-10-17T23:00,31,1
36.1092,-79.8011,2017-10-17T23:00,33,1
44.2325,-79.7814,2017-10-17T23:00,39,1
34.285599,-79.744698,2017-10-17T23:00,36,1
40.613864,-79.729569,2017-10-17T23:00,34,1
40.8142,-79.565,2017-10-17T23:00,35,1
37.62668,-79.5126,2017-10-17T23:00,32,1
40.3053,-79.5061,2017-10-17T23:00,31,1
36.3028,-79.4667,2017-10-17T23:00,30,1
44.3922,-79.3922,2017-10-17T23:00,32,1
43.6619,-79.3853,2017-10-17T23:00,33,1
42.4992,-79.32,2017-10-17T23:00,40,1
35.4325,-79.2887,2017-10-17T23:00,33,1
43.1583,-79.235,2017-10-17T23:00,35,1
36.3069,-79.0919,2017-10-17T23:00,32,1
39.705799,-79.011902,2017-10-17T23:00,38,1
33.8005,-78.9941,2017-10-17T23:00,31,1
35.00165,-78.99075,2017-10-17T23:00,35,1
45.2211,-78.9314,2017-10-17T23:00,37,1
40.5633,-78.92,2017-10-17T23:00,34,1
35.9919,-78.8964,2017-10-17T23:00,31,1
35.889402,-78.8747,2017-10-17T23:00,30,1
38.4772,-78.816704,2017-10-17T23:00,28,1
42.9925,-78.7764,2017-10-17T23:00,39,1
36.1408,-78.7692,2017-10-17T23:00,33,1
35.15869,-78.72804,2017-10-17T23:00,34,1
35.856098,-78.574203,2017-10-17T23:00,33,1
38.076599,-78.503998,2017-10-17T23:00,30,1
43.2189,-78.4792,2017-10-17T23:00,38,1
35.5,-78.4375,2017-10-17T23:00,29,1
38.5231,-78.4347,2017-10-17T23:00,32,1
40.515,-78.3889,2017-10-17T23:00,28,1
44.3,-78.35,2017-10-17T23:00,34,1
39.282799,-78.081398,2017-10-17T23:00,32,1
39.465599,-77.958298,2017-10-17T23:00,31,1
40.8114,-77.8769,2017-10-17T23:00,33,1
34.3561,-77.8617,2017-10-17T23:00,22,1
38.474998,-77.767799,2017-10-17T23:00,30,1
39.565601,-77.721901,2017-10-17T23:00,33,1
38.855301,-77.635597,2017-10-17T23:00,30,1
37.358898,-77.593597,2017-10-17T23:00,22,1
35.9889,-77.5867,2017-10-17T23:00,31,1
35.235,-77.5733,2017-10-17T23:00,33,1
43.1461,-77.5481,2017-10-17T23:00,36,1
39.024399,-77.489998,2017-10-17T23:00,31,1
39.9611,-77.4756,2017-10-17T23:00,29,1
37.55652,-77.40027,2017-10-17T23:00,32,1
44.1503,-77.3956,2017-10-17T23:00,37,1
38.20087,-77.37742,2017-10-17T23:00,27,1
39.42276,-77.37519,2017-10-17T23:00,31,1
38.483101,-77.3703,2017-10-17T23:00,25,1
35.638599,-77.358002,2017-10-17T23:00,32,1
39.9233,-77.3081,2017-10-17T23:00,34,1
37.3419,-77.260803,2017-10-17T23:00,33,1
37.606098,-77.218903,2017-10-17T23:00,28,1
42.0972,-77.2103,2017-10-17T23:00,25,1
43.2303,-77.1728,2017-10-17T23:00,35,1
38.771702,-77.108902,2017-10-17T23:00,26,1
39.114399,-77.106903,2017-10-17T23:00,29,1
38.859402,-77.058899,2017-10-17T23:00,21,1
39.444199,-77.041702,2017-10-17T23:00,28,1
38.970101,-77.016715,2017-10-17T23:00,16,1
38.921848,-77.013176,2017-10-17T23:00,30,1
38.895683,-76.958089,2017-10-17T23:00,3,1
41.6447,-76.9392,2017-10-17T23:00,32,1
41.2508,-76.9239,2017-10-17T23:00,30,1
35.8111,-76.9067,2017-10-17T23:00,37,1
39.055302,-76.878304,2017-10-17T23:00,24,1
40.246992,-76.846988,2017-10-17T23:00,26,1
38.5042,-76.811897,2017-10-17T23:00,24,1
38.812069,-76.744186,2017-10-17T23:00,21,1
36.6675,-76.7314,2017-10-17T23:00,31,1
39.9653,-76.6994,2017-10-17T23:00,28,1
40.2722,-76.6814,2017-10-17T23:00,27,1
39.1694,-76.6281,2017-10-17T23:00,24,1
38.536722,-76.617194,2017-10-17T23:00,23,1
39.333099,-76.550003,2017-10-17T23:00,21,1
44.219867,-76.521128,2017-10-17T23:00,37,1
39.310833,-76.474444,2017-10-17T23:00,25,1
43.284279,-76.46318,2017-10-17T23:00,32,1
39.8608,-76.4619,2017-10-17T23:00,30,1
36.903301,-76.438599,2017-10-17T23:00,33,1
37.103683,-76.386948,2017-10-17T23:00,31,1
40.33733,-76.383446,2017-10-17T23:00,27,1
39.2572,-76.3446,2017-10-17T23:00,29,1
39.41,-76.2967,2017-10-17T23:00,30,1
40.0467,-76.2833,2017-10-17T23:00,20,1
39.563301,-76.203903,2017-10-17T23:00,29,1
38.5876,-76.1408,2017-10-17T23:00,27,1
40.0439,-76.1125,2017-10-17T23:00,13,1
43.0528,-76.0597,2017-10-17T23:00,31,1
44.0878,-75.9744,2017-10-17T23:00,32,1
40.3833,-75.9686,2017-10-17T23:00,28,1
39.701099,-75.860001,2017-10-17T23:00,30,1
41.2658,-75.8464,2017-10-17T23:00,29,1
39.305199,-75.797203,2017-10-17T23:00,27,1
40.51408,-75.789703,2017-10-17T23:00,23,1
39.8344,-75.7678,2017-10-17T23:00,30,1
39.5511,-75.7308,2017-10-17T23:00,21,1
41.4428,-75.6231,2017-10-17T23:00,25,1
38.6444,-75.6131,2017-10-17T23:00,28,1
41.4789,-75.5781,2017-10-17T23:00,28,1
39.8172,-75.5639,2017-10-17T23:00,31,1
39.7394,-75.5581,2017-10-17T23:00,26,1
38.9847,-75.5556,2017-10-17T23:00,25,1
39.773899,-75.496399,2017-10-17T23:00,27,1
40.6119,-75.4325,2017-10-17T23:00,18,1
39.8356,-75.3725,2017-10-17T23:00,28,1
40.6281,-75.3411,2017-10-17T23:00,25,1
43.460602,-113.562202,2017-10-18T00:00,34,1